timestamp,T,beta,seed,epochs,lr,dropout,val_lesion_acc,val_lesion_auc,val_lesion_f1,val_time_acc,val_time_auc,val_time_f1,log_file,final_model_path,best_model_path
2025-10-19 00:08:34,6,0.85,42,70,0.0008,0.4,0.9487870619946092,0.9577283067555484,0.8680555555555556,0.7088948787061995,0.6395071542130366,0.8,output/sweep_Tbeta/training_log_20251019_000515.txt,output/sweep_Tbeta/model_final.pt,output/sweep_Tbeta/model_best.pt
2025-10-19 00:11:52,6,0.9,42,70,0.0008,0.4,0.9568733153638814,0.9702230723089286,0.8865248226950354,0.6630727762803235,0.5918935643564357,0.7525773195876289,output/sweep_Tbeta/training_log_20251019_000834.txt,output/sweep_Tbeta/model_final.pt,output/sweep_Tbeta/model_best.pt
2025-10-19 00:15:14,6,0.95,42,70,0.0008,0.4,0.9528301886792453,0.9672691467569067,0.8754448398576512,0.7035040431266847,0.5974900520355066,0.7941176470588235,output/sweep_Tbeta/training_log_20251019_001152.txt,output/sweep_Tbeta/model_final.pt,output/sweep_Tbeta/model_best.pt
2025-10-19 00:18:38,10,0.85,42,70,0.0008,0.4,0.9582210242587601,0.967778444265876,0.8927335640138409,0.6967654986522911,0.5437014428412874,0.7636363636363637,output/sweep_Tbeta/training_log_20251019_001514.txt,output/sweep_Tbeta/model_final.pt,output/sweep_Tbeta/model_best.pt
2025-10-19 00:21:59,10,0.9,42,70,0.0008,0.4,0.9663072776280324,0.973335445974852,0.911660777385159,0.6940700808625337,0.5526695526695526,0.7904761904761904,output/sweep_Tbeta/training_log_20251019_001839.txt,output/sweep_Tbeta/model_final.pt,output/sweep_Tbeta/model_best.pt
2025-10-19 00:25:19,10,0.95,42,70,0.0008,0.4,0.9474393530997305,0.9620856298878414,0.8631578947368421,0.6725067385444744,0.5338048090523339,0.7536231884057971,output/sweep_Tbeta/training_log_20251019_002159.txt,output/sweep_Tbeta/model_final.pt,output/sweep_Tbeta/model_best.pt
2025-10-19 00:28:45,14,0.85,42,70,0.0008,0.4,0.9555256064690026,0.9690686646219314,0.8833922261484098,0.6886792452830188,0.633235294117647,0.7653061224489796,output/sweep_Tbeta/training_log_20251019_002519.txt,output/sweep_Tbeta/model_final.pt,output/sweep_Tbeta/model_best.pt
2025-10-19 00:32:12,14,0.9,42,70,0.0008,0.4,0.9514824797843666,0.9625157033398598,0.8741258741258742,0.692722371967655,0.6237864077669902,0.8144796380090498,output/sweep_Tbeta/training_log_20251019_002845.txt,output/sweep_Tbeta/model_final.pt,output/sweep_Tbeta/model_best.pt
2025-10-19 00:35:34,14,0.95,42,70,0.0008,0.4,0.9487870619946092,0.9598673562932195,0.8652482269503546,0.6913746630727763,0.613339275103981,0.8018867924528302,output/sweep_Tbeta/training_log_20251019_003212.txt,output/sweep_Tbeta/model_final.pt,output/sweep_Tbeta/model_best.pt
